PO Number,Order Date,Supplier,Supplier Country,Item No,Item Description,Qty Ordered,Unit Cost,Freight,Duty,Landed Cost,Currency,Ship To,Promised Date,Received Date,Qty Received
PO-202605-0661,2026-05-09,Kotara Steel Products,India,HRD900003,2 IN STAINLESS PRESS COUPLING 316L (NEW SKU),158,26.30,2.21,1.53,30.04,USD,100812,2026-07-21,2026-07-19,158
PO-202605-0662,2026-05-09,Thermaline Systems,Mexico,HRD551201,50 GAL HEAT PUMP WATER HEATER 240V,12,1222.74,29.35,0.00,1252.09,USD,100349,2026-06-17,2026-06-17,12
PO-202605-0663,2026-05-10,Kotara Steel Products,India,HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,578,7.72,0.65,0.45,8.82,USD,100933,2026-07-22,2026-08-02,578
PO-202605-0664,2026-05-10,Kotara Steel Products,India,HRD900001,6 IN DUCTILE IRON MJ GATE VALVE (NEW SKU),12,561.69,47.18,32.58,641.45,USD,100117,2026-07-22,2026-07-20,12
PO-202605-0665,2026-05-11,Larsen Brass & Bronze,USA,HRD551200,3/4 IN THERMOSTATIC MIXING VALVE LEAD FREE,93,160.54,0.00,0.00,160.54,USD,100205,2026-05-30,2026-05-30,93
PO-202605-0666,2026-05-13,Cascade Copper Mills,USA,HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,689,20.74,0.00,0.00,20.74,USD,100205,2026-05-30,2026-05-29,671
PO-202605-0667,2026-05-13,Anhui Precision Fittings,China,HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,68,85.04,6.63,10.63,102.30,USD,100349,2026-07-05,2026-07-03,68
PO-202605-0668,2026-05-14,Kotara Steel Products,India,HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,619,8.00,0.67,0.46,9.13,USD,100812,2026-07-26,2026-07-25,619
PO-202605-0669,2026-05-15,Anhui Precision Fittings,China,HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,476,10.50,0.82,1.31,12.63,USD,100571,2026-07-07,2026-07-13,476
PO-202605-0670,2026-05-15,Anhui Precision Fittings,China,HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,413,7.41,0.58,0.93,8.92,USD,100349,2026-07-07,2026-07-04,413
PO-202605-0671,2026-05-18,Pacific Rim Tooling,Vietnam,HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),70,82.50,6.68,5.12,94.30,USD,100649,2026-06-25,2026-06-24,70
PO-202605-0672,2026-05-19,Anhui Precision Fittings,China,HRD107744,3/4 IN x 100FT SOFT COPPER COIL TYPE L,12,248.99,19.42,31.12,299.53,USD,100649,2026-07-11,2026-07-09,12
PO-202605-0673,2026-05-20,Nordflow Valve Works,Germany,HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,345,11.57,0.59,0.31,12.47,USD,100959,2026-06-17,2026-06-23,345
PO-202605-0674,2026-05-20,Kotara Steel Products,India,HRD900003,2 IN STAINLESS PRESS COUPLING 316L (NEW SKU),91,27.05,2.27,1.57,30.89,USD,100117,2026-08-01,2026-07-30,91
PO-202605-0675,2026-05-22,Larsen Brass & Bronze,USA,HRD107744,3/4 IN x 100FT SOFT COPPER COIL TYPE L,11,291.31,0.00,0.00,291.31,USD,100933,2026-06-10,2026-06-10,11
PO-202605-0676,2026-05-23,Thermaline Systems,Mexico,HRD983377,3 TON 14 SEER AC CONDENSING UNIT R-410A,12,1550.87,37.22,0.00,1588.09,USD,100205,2026-07-01,2026-07-07,12
PO-202605-0677,2026-05-24,Kotara Steel Products,India,HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,3036,1.69,0.14,0.10,1.93,USD,100205,2026-08-05,2026-08-05,3036
PO-202605-0678,2026-05-24,Thermaline Systems,Mexico,HRD290145,2 IN PVC DWV SANITARY TEE HUB,3146,4.94,0.12,0.00,5.06,USD,100812,2026-07-02,2026-06-30,3146
PO-202605-0679,2026-05-24,Kotara Steel Products,India,HRD450871,40 GAL NATURAL GAS WATER HEATER 40 MBH,8,495.03,41.58,28.71,565.32,USD,100205,2026-08-05,2026-08-11,8
PO-202605-0680,2026-05-25,Gulf States Polymer,USA,HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,3409,7.62,0.00,0.00,7.62,USD,100047,2026-07-07,2026-07-07,3409
PO-202605-0681,2026-05-25,Gulf States Polymer,USA,HRD512066,1/2 IN x 300FT PEX-B TUBING RED,138,68.83,0.00,0.00,68.83,USD,100959,2026-07-07,2026-07-07,138
PO-202606-0682,2026-06-01,Gulf States Polymer,USA,HRD290145,2 IN PVC DWV SANITARY TEE HUB,2520,5.10,0.00,0.00,5.10,USD,100117,2026-07-14,2026-07-18,2520
PO-202606-0683,2026-06-01,Kotara Steel Products,India,HRD450871,40 GAL NATURAL GAS WATER HEATER 40 MBH,4,492.15,41.34,28.54,562.03,USD,100349,2026-08-13,2026-08-10,4
PO-202606-0684,2026-06-01,Pacific Rim Tooling,Vietnam,HRD983377,3 TON 14 SEER AC CONDENSING UNIT R-410A,10,1353.43,109.63,83.91,1546.97,USD,100117,2026-07-09,2026-07-06,10
PO-202606-0685,2026-06-02,Cascade Copper Mills,USA,HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,647,20.26,0.00,0.00,20.26,USD,100649,2026-06-19,2026-06-18,647
PO-202606-0686,2026-06-02,Thermaline Systems,Mexico,HRD983377,3 TON 14 SEER AC CONDENSING UNIT R-410A,12,1568.49,37.64,0.00,1606.13,USD,100571,2026-07-11,2026-07-10,12
PO-202606-0687,2026-06-03,Pacific Rim Tooling,Vietnam,HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,89,87.63,7.10,5.43,100.16,USD,100933,2026-07-11,2026-07-13,86
PO-202606-0688,2026-06-03,Thermaline Systems,Mexico,HRD450871,40 GAL NATURAL GAS WATER HEATER 40 MBH,6,560.05,13.44,0.00,573.49,USD,100649,2026-07-12,2026-07-11,6
PO-202606-0689,2026-06-04,Thermaline Systems,Mexico,HRD290145,2 IN PVC DWV SANITARY TEE HUB,2393,5.02,0.12,0.00,5.14,USD,100047,2026-07-13,2026-07-10,2393
PO-202606-0690,2026-06-04,Thermaline Systems,Mexico,HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2516,7.53,0.18,0.00,7.71,USD,100959,2026-07-13,2026-07-19,2516
PO-202606-0691,2026-06-05,Thermaline Systems,Mexico,HRD512066,1/2 IN x 300FT PEX-B TUBING RED,71,70.78,1.70,0.00,72.48,USD,100047,2026-07-14,2026-07-22,71
PO-202606-0692,2026-06-06,Anhui Precision Fittings,China,HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,371,7.72,0.60,0.97,9.29,USD,100571,2026-07-29,2026-07-26,371
PO-202606-0693,2026-06-06,Nordflow Valve Works,Germany,HRD551200,3/4 IN THERMOSTATIC MIXING VALVE LEAD FREE,75,141.41,7.21,3.82,152.44,USD,100571,2026-07-04,2026-07-03,75
PO-202606-0694,2026-06-06,Nordflow Valve Works,Germany,HRD551200,3/4 IN THERMOSTATIC MIXING VALVE LEAD FREE,65,145.00,7.40,3.92,156.32,USD,100205,2026-07-04,2026-07-01,65
PO-202606-0695,2026-06-08,Anhui Precision Fittings,China,HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,334,7.51,0.59,0.94,9.04,USD,100047,2026-07-31,2026-07-29,334
PO-202606-0696,2026-06-08,Thermaline Systems,Mexico,HRD551201,50 GAL HEAT PUMP WATER HEATER 240V,5,1224.14,29.38,0.00,1253.52,USD,100349,2026-07-17,2026-07-15,5
PO-202606-0697,2026-06-09,Anhui Precision Fittings,China,HRD290145,2 IN PVC DWV SANITARY TEE HUB,3541,4.07,0.32,0.51,4.90,USD,100571,2026-08-01,2026-08-13,3541
PO-202606-0698,2026-06-09,Larsen Brass & Bronze,USA,HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2736,2.37,0.00,0.00,2.37,USD,100649,2026-06-28,2026-07-04,2736
PO-202606-0699,2026-06-10,Anhui Precision Fittings,China,HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,380,10.15,0.79,1.27,12.21,USD,100649,2026-08-02,2026-08-05,380
PO-202606-0700,2026-06-10,Nordflow Valve Works,Germany,HRD900001,6 IN DUCTILE IRON MJ GATE VALVE (NEW SKU),20,596.14,30.40,16.10,642.64,USD,100117,2026-07-08,2026-07-15,20
PO-202606-0701,2026-06-10,Kotara Steel Products,India,HRD900003,2 IN STAINLESS PRESS COUPLING 316L (NEW SKU),117,27.57,2.32,1.60,31.49,USD,100649,2026-08-22,2026-08-22,117
PO-202606-0702,2026-06-13,Anhui Precision Fittings,China,HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,1576,1.57,0.12,0.20,1.89,USD,100349,2026-08-05,2026-08-03,1576
PO-202606-0703,2026-06-13,Thermaline Systems,Mexico,HRD551201,50 GAL HEAT PUMP WATER HEATER 240V,10,1271.44,30.51,0.00,1301.95,USD,100959,2026-07-22,2026-07-21,10
PO-202606-0704,2026-06-15,Nordflow Valve Works,Germany,HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,389,11.76,0.60,0.32,12.68,USD,100812,2026-07-13,2026-07-17,389
PO-202606-0705,2026-06-18,Cascade Copper Mills,USA,HRD107744,3/4 IN x 100FT SOFT COPPER COIL TYPE L,14,299.21,0.00,0.00,299.21,USD,100117,2026-07-05,2026-07-08,14
PO-202606-0706,2026-06-19,Nordflow Valve Works,Germany,HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,317,11.58,0.59,0.31,12.48,USD,100933,2026-07-17,2026-07-15,317
PO-202606-0707,2026-06-20,Gulf States Polymer,USA,HRD512066,1/2 IN x 300FT PEX-B TUBING RED,107,70.82,0.00,0.00,70.82,USD,100812,2026-08-02,2026-08-02,107
PO-202606-0708,2026-06-21,Pacific Rim Tooling,Vietnam,HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),132,80.10,6.49,4.97,91.56,USD,100117,2026-07-29,2026-07-29,132
PO-202606-0709,2026-06-21,Pacific Rim Tooling,Vietnam,HRD983377,3 TON 14 SEER AC CONDENSING UNIT R-410A,13,1384.77,112.17,85.86,1582.80,USD,100812,2026-07-29,2026-07-29,13
PO-202606-0710,2026-06-22,Larsen Brass & Bronze,USA,HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,157,98.53,0.00,0.00,98.53,USD,100349,2026-07-11,2026-07-11,157
PO-202606-0711,2026-06-22,Kotara Steel Products,India,HRD900001,6 IN DUCTILE IRON MJ GATE VALVE (NEW SKU),15,579.77,48.70,33.63,662.10,USD,100649,2026-09-03,,
PO-202606-0712,2026-06-24,Anhui Precision Fittings,China,HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2172,1.61,0.13,0.20,1.94,USD,100933,2026-08-16,2026-08-14,2172
PO-202606-0713,2026-06-25,Gulf States Polymer,USA,HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2734,7.37,0.00,0.00,7.37,USD,100571,2026-08-07,2026-08-07,2631
PO-202606-0714,2026-06-25,Gulf States Polymer,USA,HRD512066,1/2 IN x 300FT PEX-B TUBING RED,121,69.21,0.00,0.00,69.21,USD,100649,2026-08-07,2026-08-04,121
PO-202606-0715,2026-06-25,Kotara Steel Products,India,HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,587,7.76,0.65,0.45,8.86,USD,100349,2026-09-06,,
PO-202607-0716,2026-07-03,Anhui Precision Fittings,China,HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,430,10.29,0.80,1.29,12.38,USD,100117,2026-08-25,,
PO-202607-0717,2026-07-03,Anhui Precision Fittings,China,HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,450,7.44,0.58,0.93,8.95,USD,100649,2026-08-25,2026-08-22,450
PO-202607-0718,2026-07-03,Nordflow Valve Works,Germany,HRD900001,6 IN DUCTILE IRON MJ GATE VALVE (NEW SKU),19,625.07,31.88,16.88,673.83,USD,100349,2026-07-31,2026-07-30,19
PO-202607-0719,2026-07-03,Thermaline Systems,Mexico,HRD551201,50 GAL HEAT PUMP WATER HEATER 240V,8,1268.91,30.45,0.00,1299.36,USD,100812,2026-08-11,2026-08-10,7
PO-202607-0720,2026-07-05,Cascade Copper Mills,USA,HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,340,21.17,0.00,0.00,21.17,USD,100812,2026-07-22,2026-07-26,340
PO-202607-0721,2026-07-05,Nordflow Valve Works,Germany,HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,619,11.52,0.59,0.31,12.42,USD,100349,2026-08-02,2026-08-01,619
PO-202607-0722,2026-07-06,Gulf States Polymer,USA,HRD290145,2 IN PVC DWV SANITARY TEE HUB,3369,4.89,0.00,0.00,4.89,USD,100649,2026-08-18,2026-08-18,3369
PO-202607-0723,2026-07-06,Thermaline Systems,Mexico,HRD551201,50 GAL HEAT PUMP WATER HEATER 240V,8,1255.79,30.14,0.00,1285.93,USD,100933,2026-08-14,2026-08-14,8
PO-202607-0724,2026-07-07,Thermaline Systems,Mexico,HRD512066,1/2 IN x 300FT PEX-B TUBING RED,102,68.99,1.66,0.00,70.65,USD,100205,2026-08-15,2026-08-14,91
PO-202607-0725,2026-07-08,Kotara Steel Products,India,HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,3490,1.71,0.14,0.10,1.95,USD,100959,2026-09-19,,
PO-202607-0726,2026-07-09,Pacific Rim Tooling,Vietnam,HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),67,81.31,6.59,5.04,92.94,USD,100047,2026-08-16,2026-08-14,67
PO-202607-0727,2026-07-10,Gulf States Polymer,USA,HRD290145,2 IN PVC DWV SANITARY TEE HUB,3531,5.05,0.00,0.00,5.05,USD,100571,2026-08-22,2026-08-20,3531
PO-202607-0728,2026-07-10,Pacific Rim Tooling,Vietnam,HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,62,86.96,7.04,5.39,99.39,USD,100571,2026-08-17,2026-08-22,62
PO-202607-0729,2026-07-11,Cascade Copper Mills,USA,HRD107744,3/4 IN x 100FT SOFT COPPER COIL TYPE L,16,295.38,0.00,0.00,295.38,USD,100933,2026-07-28,2026-08-06,16
PO-202607-0730,2026-07-13,Larsen Brass & Bronze,USA,HRD107744,3/4 IN x 100FT SOFT COPPER COIL TYPE L,10,296.50,0.00,0.00,296.50,USD,100349,2026-08-01,2026-08-08,10
PO-202607-0731,2026-07-13,Anhui Precision Fittings,China,HRD900003,2 IN STAINLESS PRESS COUPLING 316L (NEW SKU),104,25.47,1.99,3.18,30.64,USD,100933,2026-09-04,,
PO-202607-0732,2026-07-13,Nordflow Valve Works,Germany,HRD551200,3/4 IN THERMOSTATIC MIXING VALVE LEAD FREE,58,148.16,7.56,4.00,159.72,USD,100812,2026-08-10,2026-08-09,58
PO-202607-0733,2026-07-14,Kotara Steel Products,India,HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2569,1.71,0.14,0.10,1.95,USD,100812,2026-09-25,,
PO-202607-0734,2026-07-14,Gulf States Polymer,USA,HRD512066,1/2 IN x 300FT PEX-B TUBING RED,118,71.92,0.00,0.00,71.92,USD,100349,2026-08-26,,
PO-202607-0735,2026-07-15,Thermaline Systems,Mexico,HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2678,7.31,0.18,0.00,7.49,USD,100649,2026-08-23,2026-08-20,2678
PO-202607-0736,2026-07-15,Anhui Precision Fittings,China,HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,77,85.76,6.69,10.72,103.17,USD,100812,2026-09-06,,
PO-202607-0737,2026-07-15,Nordflow Valve Works,Germany,HRD551200,3/4 IN THERMOSTATIC MIXING VALVE LEAD FREE,54,145.11,7.40,3.92,156.43,USD,100959,2026-08-12,2026-08-09,54
PO-202607-0738,2026-07-17,Cascade Copper Mills,USA,HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,448,21.09,0.00,0.00,21.09,USD,100959,2026-08-03,2026-08-02,448
PO-202607-0739,2026-07-17,Anhui Precision Fittings,China,HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,1931,1.59,0.12,0.20,1.91,USD,100571,2026-09-08,,
PO-202607-0740,2026-07-18,Larsen Brass & Bronze,USA,HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2551,2.42,0.00,0.00,2.42,USD,100117,2026-08-06,2026-08-10,2551
PO-202607-0741,2026-07-18,Anhui Precision Fittings,China,HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,1816,2.06,0.16,0.26,2.48,USD,100959,2026-09-09,,
PO-202607-0742,2026-07-18,Thermaline Systems,Mexico,HRD983377,3 TON 14 SEER AC CONDENSING UNIT R-410A,13,1542.61,37.02,0.00,1579.63,USD,100649,2026-08-26,2026-08-25,13
PO-202607-0743,2026-07-19,Larsen Brass & Bronze,USA,HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,46,101.59,0.00,0.00,101.59,USD,100933,2026-08-07,2026-08-05,46
PO-202607-0744,2026-07-19,Kotara Steel Products,India,HRD551201,50 GAL HEAT PUMP WATER HEATER 240V,7,1160.31,97.47,67.30,1325.08,USD,100571,2026-09-30,,
PO-202607-0745,2026-07-20,Nordflow Valve Works,Germany,HRD900003,2 IN STAINLESS PRESS COUPLING 316L (NEW SKU),69,29.64,1.51,0.80,31.95,USD,100812,2026-08-17,2026-08-22,69
PO-202607-0746,2026-07-20,Nordflow Valve Works,Germany,HRD551200,3/4 IN THERMOSTATIC MIXING VALVE LEAD FREE,74,146.73,7.48,3.96,158.17,USD,100649,2026-08-17,2026-08-15,74
PO-202607-0747,2026-07-22,Cascade Copper Mills,USA,HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,349,20.07,0.00,0.00,20.07,USD,100649,2026-08-08,2026-08-12,310
PO-202607-0748,2026-07-22,Thermaline Systems,Mexico,HRD450871,40 GAL NATURAL GAS WATER HEATER 40 MBH,6,554.56,13.31,0.00,567.87,USD,100117,2026-08-30,2026-08-28,6
PO-202607-0749,2026-07-23,Thermaline Systems,Mexico,HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),79,88.47,2.12,0.00,90.59,USD,100205,2026-08-31,,
PO-202608-0750,2026-08-03,Anhui Precision Fittings,China,HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2144,1.59,0.12,0.20,1.91,USD,100959,2026-09-25,,
PO-202608-0751,2026-08-04,Cascade Copper Mills,USA,HRD107744,3/4 IN x 100FT SOFT COPPER COIL TYPE L,4,298.64,0.00,0.00,298.64,USD,100571,2026-08-21,2026-08-25,4
PO-202608-0752,2026-08-06,Nordflow Valve Works,Germany,HRD551200,3/4 IN THERMOSTATIC MIXING VALVE LEAD FREE,84,145.84,7.44,3.94,157.22,USD,100349,2026-09-03,,
PO-202608-0753,2026-08-07,Thermaline Systems,Mexico,HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2679,7.19,0.17,0.00,7.36,USD,100349,2026-09-15,,
PO-202608-0754,2026-08-07,Gulf States Polymer,USA,HRD512066,1/2 IN x 300FT PEX-B TUBING RED,80,70.92,0.00,0.00,70.92,USD,100571,2026-09-19,,
PO-202608-0755,2026-08-07,Pacific Rim Tooling,Vietnam,HRD983377,3 TON 14 SEER AC CONDENSING UNIT R-410A,16,1349.41,109.30,83.66,1542.37,USD,100571,2026-09-14,,
PO-202608-0756,2026-08-08,Larsen Brass & Bronze,USA,HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,1938,2.42,0.00,0.00,2.42,USD,100205,2026-08-27,,
PO-202608-0757,2026-08-08,Thermaline Systems,Mexico,HRD551201,50 GAL HEAT PUMP WATER HEATER 240V,9,1233.56,29.61,0.00,1263.17,USD,100812,2026-09-16,,
PO-202608-0758,2026-08-08,Thermaline Systems,Mexico,HRD551201,50 GAL HEAT PUMP WATER HEATER 240V,9,1265.78,30.38,0.00,1296.16,USD,100959,2026-09-16,,
PO-202608-0759,2026-08-09,Pacific Rim Tooling,Vietnam,HRD983377,3 TON 14 SEER AC CONDENSING UNIT R-410A,16,1390.24,112.61,86.19,1589.04,USD,100812,2026-09-16,,
PO-202608-0760,2026-08-11,Anhui Precision Fittings,China,HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,1739,2.03,0.16,0.25,2.44,USD,100649,2026-10-03,,
PO-202608-0761,2026-08-11,Larsen Brass & Bronze,USA,HRD551200,3/4 IN THERMOSTATIC MIXING VALVE LEAD FREE,48,155.22,0.00,0.00,155.22,USD,100571,2026-08-30,,
PO-202608-0762,2026-08-12,Cascade Copper Mills,USA,HRD107744,3/4 IN x 100FT SOFT COPPER COIL TYPE L,11,296.55,0.00,0.00,296.55,USD,100047,2026-08-29,,
PO-202608-0763,2026-08-12,Gulf States Polymer,USA,HRD290145,2 IN PVC DWV SANITARY TEE HUB,2561,5.10,0.00,0.00,5.10,USD,100933,2026-09-24,,
PO-202608-0764,2026-08-13,Gulf States Polymer,USA,HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,3517,7.66,0.00,0.00,7.66,USD,100649,2026-09-25,,
PO-202608-0765,2026-08-14,Gulf States Polymer,USA,HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,3567,7.49,0.00,0.00,7.49,USD,100571,2026-09-26,,
PO-202608-0766,2026-08-14,Nordflow Valve Works,Germany,HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,620,11.52,0.59,0.31,12.42,USD,100649,2026-09-11,,
PO-202608-0767,2026-08-15,Anhui Precision Fittings,China,HRD107744,3/4 IN x 100FT SOFT COPPER COIL TYPE L,11,254.68,19.87,31.84,306.39,USD,100205,2026-10-07,,
PO-202608-0768,2026-08-16,Nordflow Valve Works,Germany,HRD900001,6 IN DUCTILE IRON MJ GATE VALVE (NEW SKU),10,608.63,31.04,16.43,656.10,USD,100649,2026-09-13,,
PO-202608-0769,2026-08-16,Kotara Steel Products,India,HRD900003,2 IN STAINLESS PRESS COUPLING 316L (NEW SKU),110,27.15,2.28,1.57,31.00,USD,100349,2026-10-28,,
PO-202608-0770,2026-08-17,Larsen Brass & Bronze,USA,HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,444,12.83,0.00,0.00,12.83,USD,100349,2026-09-05,,
PO-202608-0771,2026-08-17,Anhui Precision Fittings,China,HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,460,7.55,0.59,0.94,9.08,USD,100047,2026-10-09,,
PO-202608-0772,2026-08-18,Nordflow Valve Works,Germany,HRD900001,6 IN DUCTILE IRON MJ GATE VALVE (NEW SKU),19,626.85,31.97,16.92,675.74,USD,100571,2026-09-15,,
PO-202608-0773,2026-08-19,Pacific Rim Tooling,Vietnam,HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,490,18.11,1.47,1.12,20.70,USD,100205,2026-09-26,,
PO-202608-0774,2026-08-19,Pacific Rim Tooling,Vietnam,HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,88,88.93,7.20,5.51,101.64,USD,100933,2026-09-26,,
PO-202608-0775,2026-08-19,Gulf States Polymer,USA,HRD512066,1/2 IN x 300FT PEX-B TUBING RED,130,73.07,0.00,0.00,73.07,USD,100205,2026-10-01,,
PO-202608-0776,2026-08-19,Nordflow Valve Works,Germany,HRD900001,6 IN DUCTILE IRON MJ GATE VALVE (NEW SKU),14,627.82,32.02,16.95,676.79,USD,100205,2026-09-16,,
PO-202608-0777,2026-08-22,Thermaline Systems,Mexico,HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),105,91.65,2.20,0.00,93.85,USD,100117,2026-09-30,,
PO-202608-0778,2026-08-23,Anhui Precision Fittings,China,HRD900003,2 IN STAINLESS PRESS COUPLING 316L (NEW SKU),86,25.30,1.97,3.16,30.43,USD,100571,2026-10-15,,
PO-202608-0779,2026-08-23,Thermaline Systems,Mexico,HRD983377,3 TON 14 SEER AC CONDENSING UNIT R-410A,24,1511.99,36.29,0.00,1548.28,USD,100933,2026-10-01,,
PO-202608-0780,2026-08-25,Thermaline Systems,Mexico,HRD450871,40 GAL NATURAL GAS WATER HEATER 40 MBH,10,542.85,13.03,0.00,555.88,USD,100649,2026-10-03,,
PO-202608-0781,2026-08-25,Thermaline Systems,Mexico,HRD512066,1/2 IN x 300FT PEX-B TUBING RED,114,70.61,1.69,0.00,72.30,USD,100349,2026-10-03,,
PO-202608-0782,2026-08-25,Anhui Precision Fittings,China,HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,439,7.43,0.58,0.93,8.94,USD,100649,2026-10-17,,
PO-202608-0783,2026-08-25,Anhui Precision Fittings,China,HRD900003,2 IN STAINLESS PRESS COUPLING 316L (NEW SKU),96,25.44,1.98,3.18,30.60,USD,100933,2026-10-17,,
